Date (MM/DD/YYYY),Time (HH:MM),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code)
01/11/1999,13:00,8.3,E,9,6.7,E,9,90,A,7,1018,E,9,100,E,9,8.2,E,9
01/11/1999,14:00,8.3,E,9,7.2,E,9,93,A,7,1018,E,9,100,E,9,7.2,E,9
01/11/1999,15:00,8.9,E,9,7.2,E,9,89,A,7,1018,E,9,110,E,9,9.8,E,9
01/11/1999,16:00,9.4,E,9,6.7,E,9,83,A,7,1018,E,9,110,E,9,10.3,E,9
01/11/1999,17:00,9.4,E,9,7.2,E,9,86,A,7,1018,E,9,110,E,9,8.2,E,9
01/11/1999,18:00,8.9,E,9,6.1,E,9,83,A,7,1018,E,9,100,E,9,8.8,E,9
01/11/1999,19:00,7.8,E,9,5.6,E,9,86,A,7,1019,E,9,90,E,9,8.2,E,9
01/11/1999,20:00,8.3,E,9,6.7,E,9,90,A,7,1019,E,9,90,E,9,8.2,E,9
01/11/1999,21:00,8.9,E,9,6.7,E,9,86,A,7,1019,E,9,90,E,9,7.2,E,9
01/11/1999,22:00,8.9,E,9,6.1,E,9,83,A,7,1020,E,9,80,E,9,7.7,E,9
01/11/1999,23:00,8.3,E,9,6.1,E,9,86,A,7,1020,E,9,70,E,9,6.7,E,9
01/11/1999,24:00,7.2,E,9,6.7,E,9,97,A,7,1020,E,9,20,E,9,4.6,E,9
01/12/1999,01:00,7.8,E,9,6.1,E,9,89,A,7,1020,E,9,20,E,9,5.2,E,9
01/12/1999,02:00,7.8,E,9,5.6,E,9,86,A,7,1020,E,9,30,E,9,6.2,E,9
01/12/1999,03:00,7.8,E,9,5.6,E,9,86,A,7,1020,E,9,10,E,9,5.2,E,9
01/12/1999,04:00,7.8,E,9,5.6,E,9,86,A,7,1020,E,9,10,E,9,4.6,E,9
01/12/1999,05:00,7.8,E,9,5.6,E,9,86,A,7,1020,E,9,10,E,9,5.2,E,9
01/12/1999,06:00,6.1,E,9,4.4,E,9,89,A,7,1021,E,9,30,E,9,3.1,E,9
01/12/1999,07:00,5.6,E,9,3.9,E,9,89,A,7,1021,E,9,360,E,9,3.1,E,9
01/12/1999,08:00,6.1,E,9,3.9,E,9,86,A,7,1021,E,9,10,E,9,3.6,E,9
01/12/1999,09:00,7.2,E,9,4.4,E,9,82,A,7,1022,E,9,350,E,9,2.1,E,9
01/12/1999,10:00,10.0,E,9,5.6,E,9,74,A,7,1022,E,9,350,E,9,2.1,E,9
01/12/1999,11:00,10.0,E,9,6.1,E,9,77,A,7,1024,E,9,230,E,9,3.1,E,9
01/12/1999,12:00,11.1,E,9,6.7,E,9,74,A,7,1023,E,9,230,E,9,3.1,E,9
01/12/1999,13:00,12.2,E,9,6.7,E,9,69,A,7,1022,E,9,190,E,9,3.6,E,9
01/12/1999,14:00,12.8,E,9,5.6,E,9,62,A,7,1022,E,9,250,E,9,4.1,E,9
01/12/1999,15:00,13.3,E,9,6.1,E,9,62,A,7,1022,E,9,230,E,9,4.6,E,9
01/12/1999,16:00,12.2,E,9,6.1,E,9,66,A,7,1023,E,9,210,E,9,4.1,E,9
01/12/1999,17:00,9.4,E,9,6.1,E,9,80,A,7,1023,E,9,230,E,9,3.1,E,9
01/12/1999,18:00,7.8,E,9,5.0,E,9,82,A,7,1023,E,9,180,E,9,1.5,E,9
01/12/1999,19:00,6.7,E,9,4.4,E,9,85,A,7,1023,E,9,220,E,9,1.5,E,9
01/12/1999,20:00,2.8,E,9,2.2,E,9,96,A,7,1023,E,9,170,E,9,2.1,E,9
01/12/1999,21:00,4.4,E,9,3.9,E,9,97,A,7,1024,E,9,150,E,9,1.5,E,9
01/12/1999,22:00,3.9,E,9,3.3,E,9,96,A,7,1024,E,9,180,E,9,2.1,E,9
01/12/1999,23:00,6.1,E,9,5.0,E,9,93,A,7,1024,E,9,0,E,9,0.0,E,9
01/12/1999,24:00,5.0,E,9,4.4,E,9,96,A,7,1024,E,9,340,E,9,2.1,E,9
01/13/1999,01:00,4.4,E,9,3.9,E,9,97,A,7,1024,E,9,230,E,9,1.5,E,9
01/13/1999,02:00,5.6,E,9,4.4,E,9,92,A,7,1024,E,9,0,E,9,0.0,E,9
01/13/1999,03:00,6.1,E,9,5.0,E,9,93,A,7,1024,E,9,0,E,9,0.0,E,9
01/13/1999,04:00,5.6,E,9,5.0,E,9,96,A,7,1023,E,9,0,E,9,0.0,E,9
01/13/1999,05:00,5.6,E,9,4.4,E,9,92,A,7,1023,E,9,0,E,9,0.0,E,9
01/13/1999,06:00,4.4,E,9,3.9,E,9,97,A,7,1023,E,9,0,E,9,0.0,E,9
01/13/1999,07:00,4.4,E,9,3.9,E,9,97,A,7,1024,E,9,0,E,9,0.0,E,9
01/13/1999,08:00,3.3,E,9,3.3,E,9,100,A,7,1024,E,9,0,E,9,0.0,E,9
01/13/1999,09:00,6.1,E,9,5.6,E,9,97,A,7,1024,E,9,0,E,9,0.0,E,9
01/13/1999,10:00,8.9,E,9,6.1,E,9,83,A,7,1025,E,9,0,E,9,0.0,E,9
01/13/1999,11:00,10.0,E,9,6.7,E,9,80,A,7,1025,E,9,320,E,9,2.1,E,9
01/13/1999,12:00,11.7,E,9,5.6,E,9,66,A,7,1024,E,9,270,E,9,6.2,E,9
01/13/1999,13:00,12.2,E,9,5.6,E,9,64,A,7,1023,E,9,260,E,9,4.6,E,9
01/13/1999,14:00,12.2,E,9,5.6,E,9,64,A,7,1023,E,9,250,E,9,4.1,E,9
01/13/1999,15:00,12.8,E,9,5.6,E,9,62,A,7,1023,E,9,260,E,9,5.2,E,9
01/13/1999,16:00,11.1,E,9,6.1,E,9,71,A,7,1022,E,9,270,E,9,7.2,E,9
01/13/1999,17:00,10.6,E,9,6.7,E,9,77,A,7,1022,E,9,250,E,9,6.2,E,9
01/13/1999,18:00,9.4,E,9,6.7,E,9,83,A,7,1023,E,9,250,E,9,2.6,E,9
01/13/1999,19:00,9.4,E,9,6.7,E,9,83,A,7,1023,E,9,250,E,9,2.6,E,9
01/13/1999,20:00,8.3,E,9,6.7,E,9,90,A,7,1023,E,9,260,E,9,3.1,E,9
01/13/1999,21:00,8.9,E,9,7.2,E,9,89,A,7,1022,E,9,260,E,9,2.6,E,9
01/13/1999,22:00,8.3,E,9,6.7,E,9,90,A,7,1023,E,9,0,E,9,0.0,E,9
01/13/1999,23:00,7.2,E,9,6.1,E,9,93,A,7,1023,E,9,0,E,9,0.0,E,9
01/13/1999,24:00,6.1,E,9,5.6,E,9,97,A,7,1023,E,9,0,E,9,0.0,E,9
01/14/1999,01:00,3.9,E,9,3.9,E,9,100,A,7,1023,E,9,360,E,9,1.5,E,9
01/14/1999,02:00,2.8,E,9,2.8,E,9,100,A,7,1023,E,9,0,E,9,0.0,E,9
01/14/1999,03:00,4.4,E,9,4.4,E,9,100,A,7,1023,E,9,0,E,9,0.0,E,9
01/14/1999,04:00,4.4,E,9,4.4,E,9,100,A,7,1022,E,9,10,E,9,1.5,E,9
01/14/1999,05:00,3.9,E,9,3.9,E,9,100,A,7,1022,E,9,330,E,9,1.5,E,9
01/14/1999,06:00,2.8,E,9,2.8,E,9,100,A,7,1022,E,9,0,E,9,0.0,E,9
01/14/1999,07:00,3.9,E,9,3.9,E,9,100,A,7,1022,E,9,340,E,9,1.5,E,9
01/14/1999,08:00,3.3,E,9,3.3,E,9,100,A,7,1022,E,9,0,E,9,0.0,E,9
01/14/1999,09:00,4.4,E,9,3.9,E,9,97,A,7,1023,E,9,330,E,9,2.1,E,9
01/14/1999,10:00,7.2,E,9,5.0,E,9,86,A,7,1023,E,9,290,E,9,1.5,E,9
01/14/1999,11:00,8.9,E,9,5.6,E,9,80,A,7,1023,E,9,240,E,9,2.1,E,9
01/14/1999,12:00,10.0,E,9,5.6,E,9,74,A,7,1022,E,9,240,E,9,2.1,E,9
01/14/1999,13:00,10.6,E,9,4.4,E,9,65,A,7,1022,E,9,240,E,9,1.5,E,9
01/14/1999,14:00,11.7,E,9,3.9,E,9,59,A,7,1022,E,9,230,E,9,1.5,E,9
01/14/1999,15:00,12.2,E,9,4.4,E,9,59,A,7,1021,E,9,220,E,9,1.5,E,9
01/14/1999,16:00,12.8,E,9,4.4,E,9,57,A,7,1021,E,9,260,E,9,1.5,E,9
01/14/1999,17:00,11.1,E,9,5.0,E,9,66,A,7,1022,E,9,150,E,9,1.5,E,9
01/14/1999,18:00,9.4,E,9,3.9,E,9,68,A,7,1022,E,9,0,E,9,0.0,E,9
01/14/1999,19:00,6.7,E,9,2.8,E,9,76,A,7,1022,E,9,70,E,9,2.6,E,9
01/14/1999,20:00,2.2,E,9,0.6,E,9,89,A,7,1023,E,9,110,E,9,2.1,E,9
01/14/1999,21:00,2.8,E,9,1.1,E,9,89,A,7,1023,E,9,130,E,9,2.1,E,9
01/14/1999,22:00,2.2,E,9,0.0,E,9,85,A,7,1025,E,9,0,E,9,0.0,E,9
01/14/1999,23:00,5.0,E,9,-1.1,E,9,64,A,7,1025,E,9,190,E,9,2.6,E,9
01/14/1999,24:00,4.4,E,9,-0.6,E,9,70,A,7,1024,E,9,240,E,9,2.1,E,9
01/15/1999,01:00,3.9,E,9,-0.6,E,9,72,A,7,1024,E,9,220,E,9,2.6,E,9
01/15/1999,02:00,6.7,E,9,-1.7,E,9,54,A,7,1024,E,9,310,E,9,4.6,E,9
01/15/1999,03:00,5.6,E,9,-2.2,E,9,56,A,7,1024,E,9,330,E,9,4.1,E,9
01/15/1999,04:00,2.8,E,9,-1.1,E,9,75,A,7,1024,E,9,260,E,9,3.1,E,9
01/15/1999,05:00,3.9,E,9,-1.7,E,9,66,A,7,1024,E,9,240,E,9,3.1,E,9
01/15/1999,06:00,3.9,E,9,-0.6,E,9,72,A,7,1023,E,9,100,E,9,3.6,E,9
01/15/1999,07:00,6.7,E,9,-2.2,E,9,52,A,7,1024,E,9,350,E,9,7.7,E,9
01/15/1999,08:00,6.1,E,9,-1.7,E,9,56,A,7,1024,E,9,350,E,9,6.2,E,9
01/15/1999,09:00,8.3,E,9,-2.2,E,9,46,A,7,1025,E,9,320,E,9,5.2,E,9
01/15/1999,10:00,10.0,E,9,-2.2,E,9,41,A,7,1026,E,9,360,E,9,6.7,E,9
01/15/1999,11:00,11.7,E,9,-1.7,E,9,39,A,7,1026,E,9,350,E,9,7.2,E,9
01/15/1999,12:00,12.8,E,9,-4.4,E,9,29,A,7,1025,E,9,350,E,9,8.2,E,9
01/15/1999,13:00,12.8,E,9,-3.9,E,9,30,A,7,1024,E,9,340,E,9,8.8,E,9
01/15/1999,14:00,12.8,E,9,-6.7,E,9,23,A,7,1024,E,9,20,E,9,11.8,E,9
01/15/1999,15:00,12.2,E,9,-3.9,E,9,31,A,7,1023,E,9,360,E,9,8.2,E,9
01/15/1999,16:00,11.7,E,9,-3.9,E,9,32,A,7,1023,E,9,360,E,9,9.3,E,9
01/15/1999,17:00,10.6,E,9,-3.9,E,9,35,A,7,1023,E,9,350,E,9,7.7,E,9
01/15/1999,18:00,9.4,E,9,-3.9,E,9,37,A,7,1024,E,9,360,E,9,6.7,E,9
01/15/1999,19:00,8.9,E,9,-3.9,E,9,39,A,7,1024,E,9,360,E,9,6.7,E,9
01/15/1999,20:00,6.7,E,9,-3.3,E,9,47,A,7,1024,E,9,10,E,9,3.6,E,9
01/15/1999,21:00,7.2,E,9,-4.4,E,9,42,A,7,1024,E,9,360,E,9,3.6,E,9
01/15/1999,22:00,6.7,E,9,-4.4,E,9,43,A,7,1024,E,9,350,E,9,3.1,E,9
01/15/1999,23:00,5.6,E,9,-4.4,E,9,46,A,7,1024,E,9,340,E,9,3.6,E,9
01/15/1999,24:00,5.0,E,9,-4.4,E,9,48,A,7,1024,E,9,360,E,9,5.2,E,9
01/16/1999,01:00,2.2,E,9,-3.9,E,9,62,A,7,1024,E,9,330,E,9,3.1,E,9
01/16/1999,02:00,5.0,E,9,-6.7,E,9,40,A,7,1025,E,9,10,E,9,2.1,E,9
01/16/1999,03:00,3.9,E,9,-6.1,E,9,45,A,7,1025,E,9,10,E,9,1.5,E,9
01/16/1999,04:00,2.2,E,9,-6.7,E,9,48,A,7,1024,E,9,0,E,9,0.0,E,9
01/16/1999,05:00,1.7,E,9,-7.2,E,9,48,A,7,1024,E,9,0,E,9,0.0,E,9
01/16/1999,06:00,2.8,E,9,-5.6,E,9,51,A,7,1024,E,9,10,E,9,4.1,E,9
01/16/1999,07:00,3.9,E,9,-6.1,E,9,45,A,7,1024,E,9,220,E,9,1.5,E,9
01/16/1999,08:00,5.0,E,9,-6.7,E,9,40,A,7,1024,E,9,310,E,9,3.1,E,9
01/16/1999,09:00,7.8,E,9,-5.6,E,9,36,A,7,1024,E,9,30,E,9,1.5,E,9
01/16/1999,10:00,9.4,E,9,-5.0,E,9,34,A,7,1025,E,9,360,E,9,4.1,E,9
01/16/1999,11:00,10.6,E,9,-4.4,E,9,33,A,7,1025,E,9,360,E,9,5.2,E,9
01/16/1999,12:00,11.1,E,9,-5.0,E,9,30,A,7,1024,E,9,360,E,9,6.2,E,9
01/16/1999,13:00,12.2,E,9,-5.6,E,9,27,A,7,1023,E,9,30,E,9,6.2,E,9
01/16/1999,14:00,12.2,E,9,-5.6,E,9,27,A,7,1022,E,9,10,E,9,4.6,E,9
01/16/1999,15:00,12.2,E,9,-5.6,E,9,27,A,7,1022,E,9,20,E,9,5.2,E,9
01/16/1999,16:00,11.7,E,9,-5.0,E,9,29,A,7,1022,E,9,350,E,9,6.2,E,9
01/16/1999,17:00,9.4,E,9,-4.4,E,9,36,A,7,1021,E,9,340,E,9,4.1,E,9
01/16/1999,18:00,6.1,E,9,-3.9,E,9,47,A,7,1021,E,9,300,E,9,3.1,E,9
01/16/1999,19:00,8.3,E,9,-5.6,E,9,35,A,7,1022,E,9,350,E,9,5.2,E,9
01/16/1999,20:00,7.2,E,9,-5.6,E,9,38,A,7,1022,E,9,360,E,9,5.2,E,9
01/16/1999,21:00,8.3,E,9,-6.7,E,9,32,A,7,1022,E,9,40,E,9,3.6,E,9
01/16/1999,22:00,6.1,E,9,-6.7,E,9,37,A,7,1022,E,9,50,E,9,2.6,E,9
01/16/1999,23:00,3.3,E,9,-5.0,E,9,52,A,7,1022,E,9,0,E,9,0.0,E,9
01/16/1999,24:00,1.7,E,9,-5.6,E,9,55,A,7,1022,E,9,0,E,9,0.0,E,9
01/17/1999,01:00,-1.1,E,9,-6.1,E,9,66,A,7,1022,E,9,110,E,9,2.6,E,9
01/17/1999,02:00,0.0,E,9,-6.7,E,9,57,A,7,1022,E,9,0,E,9,0.0,E,9
01/17/1999,03:00,2.2,E,9,-5.6,E,9,53,A,7,1021,E,9,0,E,9,0.0,E,9
01/17/1999,04:00,1.1,E,9,-6.1,E,9,55,A,7,1021,E,9,40,E,9,3.1,E,9
01/17/1999,05:00,3.3,E,9,-6.1,E,9,47,A,7,1021,E,9,20,E,9,1.5,E,9
01/17/1999,06:00,2.8,E,9,-6.1,E,9,49,A,7,1021,E,9,0,E,9,0.0,E,9
01/17/1999,07:00,-1.1,E,9,-6.7,E,9,62,A,7,1021,E,9,130,E,9,3.6,E,9
01/17/1999,08:00,-1.7,E,9,-6.1,E,9,69,A,7,1021,E,9,0,E,9,0.0,E,9
01/17/1999,09:00,2.8,E,9,-2.8,E,9,65,A,7,1021,E,9,0,E,9,0.0,E,9
01/17/1999,10:00,6.7,E,9,-1.7,E,9,54,A,7,1022,E,9,230,E,9,2.1,E,9
01/17/1999,11:00,8.3,E,9,-2.2,E,9,46,A,7,1022,E,9,230,E,9,2.6,E,9
01/17/1999,12:00,10.6,E,9,-3.3,E,9,36,A,7,1020,E,9,230,E,9,1.5,E,9
01/17/1999,13:00,11.1,E,9,-1.7,E,9,40,A,7,1019,E,9,220,E,9,3.6,E,9
01/17/1999,14:00,12.2,E,9,-2.8,E,9,34,A,7,1018,E,9,220,E,9,2.6,E,9
01/17/1999,15:00,13.3,E,9,-4.4,E,9,28,A,7,1018,E,9,0,E,9,0.0,E,9
01/17/1999,16:00,12.8,E,9,-1.7,E,9,36,A,7,1018,E,9,90,E,9,3.1,E,9
01/17/1999,17:00,10.0,E,9,-1.1,E,9,45,A,7,1018,E,9,90,E,9,2.6,E,9
01/17/1999,18:00,6.1,E,9,-1.1,E,9,59,A,7,1019,E,9,130,E,9,2.1,E,9
01/17/1999,19:00,5.0,E,9,-2.2,E,9,58,A,7,1020,E,9,120,E,9,2.6,E,9
01/17/1999,20:00,4.4,E,9,-1.1,E,9,67,A,7,1020,E,9,0,E,9,0.0,E,9
01/17/1999,21:00,0.6,E,9,-2.2,E,9,80,A,7,1020,E,9,0,E,9,0.0,E,9
01/17/1999,22:00,-1.7,E,9,-2.8,E,9,91,A,7,1020,E,9,0,E,9,0.0,E,9
01/17/1999,23:00,-1.7,E,9,-3.3,E,9,87,A,7,1020,E,9,0,E,9,0.0,E,9
01/17/1999,24:00,0.6,E,9,-1.7,E,9,83,A,7,1020,E,9,30,E,9,1.5,E,9
01/18/1999,01:00,-1.7,E,9,-2.8,E,9,91,A,7,1020,E,9,0,E,9,0.0,E,9
01/18/1999,02:00,-1.1,E,9,-2.2,E,9,91,A,7,1020,E,9,0,E,9,0.0,E,9
01/18/1999,03:00,-1.7,E,9,-3.3,E,9,87,A,7,1020,E,9,330,E,9,2.1,E,9
01/18/1999,04:00,-2.2,E,9,-3.9,E,9,87,A,7,1020,E,9,350,E,9,2.1,E,9
01/18/1999,05:00,-4.4,E,9,-6.1,E,9,86,A,7,1021,E,9,0,E,9,0.0,E,9
01/18/1999,06:00,-2.2,E,9,-3.9,E,9,87,A,7,1021,E,9,120,E,9,2.1,E,9
01/18/1999,07:00,-2.2,E,9,-3.9,E,9,87,A,7,1021,E,9,360,E,9,2.1,E,9
01/18/1999,08:00,-1.7,E,9,-3.9,E,9,83,A,7,1021,E,9,20,E,9,2.6,E,9
01/18/1999,09:00,1.7,E,9,-0.6,E,9,84,A,7,1021,E,9,360,E,9,2.1,E,9
01/18/1999,10:00,5.6,E,9,1.1,E,9,73,A,7,1022,E,9,0,E,9,0.0,E,9
01/18/1999,11:00,9.4,E,9,0.6,E,9,54,A,7,1022,E,9,100,E,9,3.6,E,9
01/18/1999,12:00,10.0,E,9,1.1,E,9,54,A,7,1021,E,9,100,E,9,3.1,E,9
01/18/1999,13:00,10.6,E,9,1.7,E,9,54,A,7,1020,E,9,90,E,9,4.6,E,9
01/18/1999,14:00,12.0,E,9,2.0,E,9,50,A,7,1020,E,9,120,E,9,4.6,E,9
01/18/1999,15:00,10.6,E,9,2.8,E,9,58,A,7,1020,E,9,220,E,9,2.6,E,9
01/18/1999,16:00,10.6,E,9,2.2,E,9,56,A,7,1020,E,9,0,E,9,0.0,E,9
01/18/1999,17:00,9.4,E,9,2.2,E,9,61,A,7,1020,E,9,100,E,9,2.6,E,9
01/18/1999,18:00,7.2,E,9,1.7,E,9,68,A,7,1020,E,9,140,E,9,2.1,E,9
01/18/1999,19:00,7.8,E,9,1.1,E,9,63,A,7,1020,E,9,130,E,9,1.5,E,9
01/18/1999,20:00,7.8,E,9,1.1,E,9,63,A,7,1020,E,9,110,E,9,2.6,E,9
01/18/1999,21:00,6.7,E,9,2.8,E,9,76,A,7,1020,E,9,280,E,9,2.1,E,9
01/18/1999,22:00,6.7,E,9,2.2,E,9,73,A,7,1020,E,9,30,E,9,2.1,E,9
01/18/1999,23:00,6.1,E,9,2.8,E,9,79,A,7,1021,E,9,360,E,9,2.1,E,9
01/18/1999,24:00,6.1,E,9,2.2,E,9,76,A,7,1020,E,9,90,E,9,2.1,E,9
01/19/1999,01:00,5.6,E,9,2.8,E,9,82,A,7,1021,E,9,80,E,9,1.5,E,9
01/19/1999,02:00,6.7,E,9,2.2,E,9,73,A,7,1021,E,9,0,E,9,0.0,E,9
01/19/1999,03:00,5.0,E,9,2.2,E,9,82,A,7,1020,E,9,60,E,9,1.5,E,9
01/19/1999,04:00,4.4,E,9,1.7,E,9,83,A,7,1020,E,9,0,E,9,0.0,E,9
01/19/1999,05:00,5.0,E,9,2.8,E,9,86,A,7,1021,E,9,360,E,9,2.1,E,9
01/19/1999,06:00,4.4,E,9,2.8,E,9,89,A,7,1020,E,9,0,E,9,0.0,E,9
01/19/1999,07:00,3.9,E,9,2.2,E,9,89,A,7,1021,E,9,110,E,9,2.1,E,9
01/19/1999,08:00,6.1,E,9,1.7,E,9,73,A,7,1021,E,9,70,E,9,3.6,E,9
01/19/1999,09:00,6.1,E,9,3.9,E,9,86,A,7,1021,E,9,360,E,9,1.5,E,9
01/19/1999,10:00,8.3,E,9,2.8,E,9,68,A,7,1022,E,9,0,E,9,0.0,E,9
01/19/1999,11:00,8.9,E,9,3.9,E,9,71,A,7,1022,E,9,290,E,9,2.6,E,9
01/19/1999,12:00,10.6,E,9,2.2,E,9,56,A,7,1021,E,9,0,E,9,0.0,E,9
01/19/1999,13:00,11.7,E,9,2.8,E,9,54,A,7,1020,E,9,260,E,9,1.5,E,9
01/19/1999,14:00,13.3,E,9,1.7,E,9,45,A,7,1020,E,9,0,E,9,0.0,E,9
01/19/1999,15:00,13.9,E,9,2.2,E,9,45,A,7,1020,E,9,0,E,9,0.0,E,9
01/19/1999,16:00,13.9,E,9,2.2,E,9,45,A,7,1019,E,9,0,E,9,0.0,E,9
01/19/1999,17:00,10.0,E,9,2.2,E,9,58,A,7,1020,E,9,130,E,9,2.6,E,9
01/19/1999,18:00,8.9,E,9,1.7,E,9,61,A,7,1020,E,9,100,E,9,3.1,E,9
01/19/1999,19:00,8.9,E,9,2.2,E,9,63,A,7,1020,E,9,100,E,9,4.1,E,9
01/19/1999,20:00,8.9,E,9,2.8,E,9,66,A,7,1020,E,9,90,E,9,4.1,E,9
01/19/1999,21:00,8.9,E,9,2.2,E,9,63,A,7,1020,E,9,90,E,9,3.6,E,9
01/19/1999,22:00,5.0,E,9,1.1,E,9,76,A,7,1021,E,9,340,E,9,2.1,E,9
01/19/1999,23:00,2.8,E,9,1.1,E,9,89,A,7,1021,E,9,360,E,9,2.1,E,9
01/19/1999,24:00,1.7,E,9,0.0,E,9,88,A,7,1021,E,9,10,E,9,1.5,E,9
01/20/1999,01:00,3.9,E,9,1.1,E,9,82,A,7,1021,E,9,30,E,9,2.6,E,9
01/20/1999,02:00,3.9,E,9,1.1,E,9,82,A,7,1021,E,9,320,E,9,2.1,E,9
01/20/1999,03:00,6.7,E,9,2.2,E,9,73,A,7,1022,E,9,240,E,9,2.6,E,9
01/20/1999,04:00,5.0,E,9,1.1,E,9,76,A,7,1021,E,9,20,E,9,1.5,E,9
01/20/1999,05:00,3.9,E,9,1.1,E,9,82,A,7,1020,E,9,310,E,9,1.5,E,9
01/20/1999,06:00,6.7,E,9,2.2,E,9,73,A,7,1020,E,9,70,E,9,4.1,E,9
01/20/1999,07:00,6.1,E,9,2.8,E,9,79,A,7,1020,E,9,110,E,9,4.1,E,9
01/20/1999,08:00,5.6,E,9,3.3,E,9,85,A,7,1021,E,9,110,E,9,4.1,E,9
01/20/1999,09:00,6.1,E,9,3.9,E,9,86,A,7,1022,E,9,100,E,9,1.5,E,9
01/20/1999,10:00,8.9,E,9,3.9,E,9,71,A,7,1022,E,9,80,E,9,3.1,E,9
01/20/1999,11:00,9.4,E,9,3.9,E,9,68,A,7,1022,E,9,90,E,9,4.1,E,9
01/20/1999,12:00,8.9,E,9,5.0,E,9,77,A,7,1021,E,9,90,E,9,5.7,E,9
01/20/1999,13:00,11.1,E,9,4.4,E,9,63,A,7,1021,E,9,100,E,9,7.2,E,9
01/20/1999,14:00,10.6,E,9,3.9,E,9,63,A,7,1021,E,9,100,E,9,5.7,E,9
01/20/1999,15:00,11.1,E,9,4.4,E,9,63,A,7,1019,E,9,100,E,9,5.2,E,9
01/20/1999,16:00,11.1,E,9,4.4,E,9,63,A,7,1020,E,9,100,E,9,5.2,E,9
01/20/1999,17:00,9.4,E,9,4.4,E,9,71,A,7,1020,E,9,100,E,9,3.6,E,9
01/20/1999,18:00,7.8,E,9,3.9,E,9,76,A,7,1020,E,9,80,E,9,2.6,E,9
01/20/1999,19:00,7.8,E,9,3.9,E,9,76,A,7,1020,E,9,80,E,9,3.6,E,9
01/20/1999,20:00,7.8,E,9,3.9,E,9,76,A,7,1020,E,9,90,E,9,3.6,E,9
01/20/1999,21:00,3.9,E,9,2.2,E,9,89,A,7,1020,E,9,50,E,9,1.5,E,9
01/20/1999,22:00,6.7,E,9,3.3,E,9,79,A,7,1020,E,9,120,E,9,3.1,E,9
01/20/1999,23:00,6.1,E,9,3.3,E,9,82,A,7,1021,E,9,20,E,9,3.6,E,9
01/20/1999,24:00,3.9,E,9,2.2,E,9,89,A,7,1021,E,9,50,E,9,2.6,E,9
01/21/1999,01:00,3.3,E,9,1.7,E,9,89,A,7,1020,E,9,0,E,9,0.0,E,9
01/21/1999,02:00,3.3,E,9,1.7,E,9,89,A,7,1021,E,9,0,E,9,0.0,E,9
01/21/1999,03:00,3.3,E,9,1.1,E,9,85,A,7,1020,E,9,20,E,9,2.6,E,9
01/21/1999,04:00,1.1,E,9,0.6,E,9,96,A,7,1021,E,9,40,E,9,1.5,E,9
01/21/1999,05:00,0.6,E,9,0.0,E,9,96,A,7,1020,E,9,10,E,9,1.5,E,9
01/21/1999,06:00,2.2,E,9,1.1,E,9,92,A,7,1020,E,9,70,E,9,3.1,E,9
01/21/1999,07:00,0.0,E,9,-0.6,E,9,95,A,7,1020,E,9,0,E,9,0.0,E,9
01/21/1999,08:00,0.0,E,9,-0.6,E,9,95,A,7,1021,E,9,0,E,9,0.0,E,9
01/21/1999,09:00,1.7,E,9,0.6,E,9,92,A,7,1021,E,9,0,E,9,0.0,E,9
01/21/1999,10:00,6.1,E,9,3.9,E,9,86,A,7,1021,E,9,0,E,9,0.0,E,9
01/21/1999,11:00,7.8,E,9,4.4,E,9,79,A,7,1022,E,9,0,E,9,0.0,E,9
01/21/1999,12:00,9.4,E,9,3.9,E,9,68,A,7,1022,E,9,90,E,9,3.6,E,9
01/21/1999,13:00,10.6,E,9,4.4,E,9,65,A,7,1021,E,9,90,E,9,3.6,E,9
01/21/1999,14:00,12.8,E,9,5.0,E,9,59,A,7,1021,E,9,90,E,9,4.6,E,9
01/21/1999,15:00,13.3,E,9,5.6,E,9,60,A,7,1021,E,9,60,E,9,2.1,E,9
01/21/1999,16:00,13.3,E,9,4.4,E,9,55,A,7,1021,E,9,80,E,9,4.1,E,9
01/21/1999,17:00,12.8,E,9,4.4,E,9,57,A,7,1022,E,9,50,E,9,3.6,E,9
01/21/1999,18:00,11.7,E,9,3.3,E,9,56,A,7,1022,E,9,60,E,9,4.6,E,9
01/21/1999,19:00,10.6,E,9,3.9,E,9,63,A,7,1022,E,9,100,E,9,4.6,E,9
01/21/1999,20:00,10.0,E,9,3.9,E,9,66,A,7,1022,E,9,100,E,9,4.6,E,9
01/21/1999,21:00,9.4,E,9,3.9,E,9,68,A,7,1022,E,9,90,E,9,5.2,E,9
01/21/1999,22:00,6.7,E,9,4.4,E,9,85,A,7,1022,E,9,60,E,9,2.1,E,9
01/21/1999,23:00,5.0,E,9,2.8,E,9,86,A,7,1022,E,9,30,E,9,1.5,E,9
01/21/1999,24:00,2.8,E,9,1.1,E,9,89,A,7,1022,E,9,60,E,9,1.5,E,9
01/22/1999,01:00,2.8,E,9,1.1,E,9,89,A,7,1022,E,9,20,E,9,2.1,E,9
01/22/1999,02:00,3.3,E,9,2.2,E,9,92,A,7,1022,E,9,360,E,9,1.5,E,9
